Richness,Chain,Omnivory,Apparent,Exploitative,FCL,Resource,Disturbance,Ecosystem
7,0.368421053,0.210526316,0.315789474,0.105263158,2.125,4,0.6,0.2
8,0.357142857,0.142857143,0.357142857,0.142857143,2,4,0.6,0.2
8,0.416666667,0,0.25,0.333333333,2,4,0.6,0.2
5,0.666666667,0,0,0.333333333,2,4,0.6,0.2
7,0.375,0.125,0.25,0.25,1.75,4,0.6,0.2
4,0,0,0.5,0.5,1,4,0.6,0.2
8,0.086956522,0.086956522,0.304347826,0.52173913,1.5,4,0.6,0.2
4,NA,NA,NA,NA,1,4,0.6,0.2
3,NA,NA,NA,NA,1,4,0.6,0.2
3,0,0,0,1,1,4,0.6,0.2
6,0.363636364,0,0.272727273,0.363636364,2,4,0.6,0.2
4,0.666666667,0.333333333,0,0,2.5,4,0.6,0.2
6,0.4,0.2,0.2,0.2,2.166666667,4,0.6,0.2
7,0.307692308,0,0.461538462,0.230769231,3,4,0.6,0.2
10,0.458333333,0.041666667,0.166666667,0.333333333,3,4,0.6,0.2
13,0.302631579,0.118421053,0.315789474,0.263157895,2.466666667,4,0.6,0.2
4,0,0.333333333,0,0.666666667,1.5,4,0.6,0.2
4,1,0,0,0,2,4,0.6,0.2
3,NA,NA,NA,NA,1,4,0.6,0.2
8,0.2,0.2,0.35,0.25,2,4,0.6,0.2
3,1,0,0,0,2,4,0.6,0.3
10,0.341463415,0.097560976,0.243902439,0.317073171,2.5,4,0.6,0.3
6,0.571428571,0.285714286,0,0.142857143,2.5,4,0.6,0.3
1,NA,NA,NA,NA,0,4,0.6,0.3
6,0,0,0.222222222,0.777777778,1,4,0.6,0.3
8,0.266666667,0.2,0.066666667,0.466666667,3,4,0.6,0.3
4,0.666666667,0,0,0.333333333,2,4,0.6,0.3
3,0,0,0,1,1,4,0.6,0.3
7,0.416666667,0,0.25,0.333333333,2.25,4,0.6,0.3
6,0.083333333,0.333333333,0.25,0.333333333,1.777777778,4,0.6,0.3
8,0.3,0.4,0,0.3,2.833333333,4,0.6,0.3
10,0.214285714,0.261904762,0.142857143,0.380952381,2.8125,4,0.6,0.3
7,0.375,0.125,0.25,0.25,2,4,0.6,0.3
8,0.32,0.32,0.16,0.2,2.333333333,4,0.6,0.3
5,0.5,0,0.25,0.25,2,4,0.6,0.3
7,0.8,0.2,0,0,3.5,4,0.6,0.3
8,0.4,0.066666667,0.133333333,0.4,3,4,0.6,0.3
6,0.2,0,0.4,0.4,1.666666667,4,0.6,0.3
5,0,0.222222222,0.333333333,0.444444444,1.333333333,4,0.6,0.3
2,NA,NA,NA,NA,0,4,0.6,0.3
7,0.666666667,0,0,0.333333333,2,4,0.6,0.4
7,0.384615385,0.153846154,0.230769231,0.230769231,3.166666667,4,0.6,0.4
7,0.555555556,0.111111111,0.222222222,0.111111111,2.5,4,0.6,0.4
7,0.35,0.15,0.3,0.2,2.375,4,0.6,0.4
4,0,0,0.5,0.5,1,4,0.6,0.4
2,NA,NA,NA,NA,0,4,0.6,0.4
7,0.142857143,0.142857143,0.428571429,0.285714286,1.333333333,4,0.6,0.4
8,0.555555556,0.111111111,0.111111111,0.222222222,3.5,4,0.6,0.4
10,0.156862745,0.117647059,0.431372549,0.294117647,1.833333333,4,0.6,0.4
4,1,0,0,0,2,4,0.6,0.4
1,NA,NA,NA,NA,0,4,0.6,0.4
10,0.346153846,0.076923077,0.153846154,0.423076923,2,4,0.6,0.4
5,0.5,0,0.333333333,0.166666667,2,4,0.6,0.4
2,NA,NA,NA,NA,0,4,0.6,0.4
5,0.571428571,0.142857143,0.142857143,0.142857143,2.75,4,0.6,0.4
6,0,0,0,1,1,4,0.6,0.4
0,NA,NA,NA,NA,-1,4,0.6,0.4
5,1,0,0,0,2,4,0.6,0.4
0,NA,NA,NA,NA,-1,4,0.6,0.4
6,0.083333333,0.083333333,0.5,0.333333333,1.333333333,4,0.6,0.4
11,0.234042553,0.234042553,0.29787234,0.234042553,2.04,4,0.6,0.5
3,NA,NA,NA,NA,1,4,0.6,0.5
8,0.423076923,0.076923077,0.269230769,0.230769231,2,4,0.6,0.5
3,0,1,0,0,1.5,4,0.6,0.5
0,NA,NA,NA,NA,-1,4,0.6,0.5
2,NA,NA,NA,NA,1,4,0.6,0.5
7,0.227272727,0.227272727,0.318181818,0.227272727,2.166666667,4,0.6,0.5
6,0.142857143,0.142857143,0,0.714285714,2,4,0.6,0.5
2,NA,NA,NA,NA,1,4,0.6,0.5
12,0.333333333,0.142857143,0.142857143,0.380952381,2.5,4,0.6,0.5
4,0.5,0,0,0.5,2,4,0.6,0.5
4,0.5,0,0.25,0.25,2,4,0.6,0.5
0,NA,NA,NA,NA,-1,4,0.6,0.5
7,0.333333333,0,0.333333333,0.333333333,2,4,0.6,0.5
4,1,0,0,0,2,4,0.6,0.5
8,0.307692308,0.076923077,0.192307692,0.423076923,2,4,0.6,0.5
11,0.210526316,0.105263158,0.333333333,0.350877193,2,4,0.6,0.5
9,0.388888889,0.055555556,0.277777778,0.277777778,2.25,4,0.6,0.5
11,0.371428571,0.114285714,0.257142857,0.257142857,2.208333333,4,0.6,0.5
0,NA,NA,NA,NA,-1,4,0.6,0.5
3,0,0,0,1,1,4,0.6,0.6
0,NA,NA,NA,NA,-1,4,0.6,0.6
6,0.166666667,0.166666667,0.166666667,0.5,2,4,0.6,0.6
1,NA,NA,NA,NA,0,4,0.6,0.6
8,0.347826087,0.217391304,0.086956522,0.347826087,3,4,0.6,0.6
5,0,0,0.5,0.5,1,4,0.6,0.6
10,0.366666667,0.133333333,0.233333333,0.266666667,2.888888889,4,0.6,0.6
8,0.411764706,0.058823529,0.235294118,0.294117647,3,4,0.6,0.6
7,0.466666667,0.066666667,0.2,0.266666667,3.5,4,0.6,0.6
10,0.28125,0.03125,0.3125,0.375,2.666666667,4,0.6,0.6
3,0,0,0,1,1,4,0.6,0.6
8,0.315789474,0.052631579,0.263157895,0.368421053,2,4,0.6,0.6
13,0.197530864,0.172839506,0.296296296,0.333333333,3.333333333,4,0.6,0.6
0,NA,NA,NA,NA,-1,4,0.6,0.6
7,0.454545455,0.181818182,0.272727273,0.090909091,2.166666667,4,0.6,0.6
6,0.2,0.2,0.4,0.2,2,4,0.6,0.6
6,0.625,0.125,0.125,0.125,2.5,4,0.6,0.6
11,0.142857143,0.142857143,0.228571429,0.485714286,2.166666667,4,0.6,0.6
5,NA,NA,NA,NA,1,4,0.6,0.6
5,0,0.25,0.25,0.5,1.5,4,0.6,0.6
5,0.571428571,0.142857143,0.142857143,0.142857143,2.75,4,0.6,0.7
9,0.3,0.15,0.25,0.3,2,4,0.6,0.7
2,NA,NA,NA,NA,0,4,0.6,0.7
1,NA,NA,NA,NA,0,4,0.6,0.7
4,0.5,0,0,0.5,2,4,0.6,0.7
2,NA,NA,NA,NA,1,4,0.6,0.7
11,0.28358209,0.223880597,0.194029851,0.298507463,2.740740741,4,0.6,0.7
13,0.285714286,0.090909091,0.311688312,0.311688312,2.133333333,4,0.6,0.7
3,1,0,0,0,2,4,0.6,0.7
9,0.344827586,0.034482759,0.172413793,0.448275862,2.5,4,0.6,0.7
9,0.421052632,0.157894737,0.157894737,0.263157895,3,4,0.6,0.7
5,0.2,0.2,0,0.6,2,4,0.6,0.7
8,0.230769231,0.153846154,0.076923077,0.538461538,2.5,4,0.6,0.7
12,0.357142857,0.196428571,0.196428571,0.25,3.116666667,4,0.6,0.7
5,0.125,0.375,0,0.5,1.75,4,0.6,0.7
8,0.411764706,0.058823529,0.117647059,0.411764706,2.5,4,0.6,0.7
3,NA,NA,NA,NA,1,4,0.6,0.7
4,0.666666667,0,0.333333333,0,2,4,0.6,0.7
0,NA,NA,NA,NA,-1,4,0.6,0.7
9,0.433333333,0.033333333,0.2,0.333333333,3,4,0.6,0.7
6,0.166666667,0.166666667,0.333333333,0.333333333,2,4,0.6,0.8
9,0.272727273,0.045454545,0.227272727,0.454545455,2,4,0.6,0.8
9,0.153846154,0.153846154,0.269230769,0.423076923,2,4,0.6,0.8
8,0.428571429,0.19047619,0.19047619,0.19047619,2.625,4,0.6,0.8
3,1,0,0,0,2,4,0.6,0.8
14,0.303571429,0.223214286,0.223214286,0.25,3.166666667,4,0.6,0.8
9,0.380952381,0.142857143,0.19047619,0.285714286,3,4,0.6,0.8
3,1,0,0,0,2,4,0.6,0.8
9,0.225806452,0.129032258,0.322580645,0.322580645,2,4,0.6,0.8
2,NA,NA,NA,NA,1,4,0.6,0.8
7,0.5,0.2,0.3,0,2.166666667,4,0.6,0.8
0,NA,NA,NA,NA,-1,4,0.6,0.8
6,0.444444444,0.222222222,0.111111111,0.222222222,2.25,4,0.6,0.8
2,NA,NA,NA,NA,1,4,0.6,0.8
9,0.35483871,0.096774194,0.161290323,0.387096774,3,4,0.6,0.8
3,0,1,0,0,1.5,4,0.6,0.8
4,0,0,1,0,1,4,0.6,0.8
11,0.265306122,0.224489796,0.224489796,0.285714286,3.125,4,0.6,0.8
1,NA,NA,NA,NA,0,4,0.6,0.8
8,0.310344828,0.172413793,0.24137931,0.275862069,1.958333333,4,0.6,0.8
13,0.243902439,0.170731707,0.256097561,0.329268293,3,4,0.6,0.9
9,0.3,0.175,0.25,0.275,2.433333333,4,0.6,0.9
10,0.289473684,0.105263158,0.236842105,0.368421053,2.416666667,4,0.6,0.9
9,0.357142857,0,0.392857143,0.25,2,4,0.6,0.9
11,0.277777778,0.148148148,0.407407407,0.166666667,2.380952381,4,0.6,0.9
9,0.407407407,0.148148148,0.185185185,0.259259259,2.666666667,4,0.6,0.9
5,0.5,0,0.166666667,0.333333333,2,4,0.6,0.9
8,0.307692308,0.076923077,0.230769231,0.384615385,2,4,0.6,0.9
9,0.24137931,0.24137931,0.172413793,0.344827586,2.458333333,4,0.6,0.9
11,0.333333333,0.116666667,0.25,0.3,2.277777778,4,0.6,0.9
7,0.333333333,0.066666667,0.266666667,0.333333333,2.666666667,4,0.6,0.9
12,0.424242424,0.151515152,0.151515152,0.272727273,3.416666667,4,0.6,0.9
7,1,0,0,0,2,4,0.6,0.9
9,0.5,0,0.1875,0.3125,2.75,4,0.6,0.9
5,0,0,0.5,0.5,1,4,0.6,0.9
10,0.274509804,0.254901961,0.235294118,0.235294118,2.26875,4,0.6,0.9
10,0.24137931,0.172413793,0.103448276,0.482758621,3,4,0.6,0.9
8,0.3125,0.3125,0.21875,0.15625,2.75,4,0.6,0.9
11,0.315789474,0.078947368,0.263157895,0.342105263,2.5625,4,0.6,0.9
10,0.451612903,0.032258065,0.258064516,0.258064516,3,4,0.6,0.9
4,0,0,1,0,1,4,0.7,0.1
3,0,1,0,0,1.5,4,0.7,0.1
6,0.3,0.1,0.6,0,1.5,4,0.7,0.1
9,0.551724138,0.103448276,0.137931034,0.206896552,2.916666667,4,0.7,0.1
5,0,0.25,0.25,0.5,1.5,4,0.7,0.1
1,NA,NA,NA,NA,0,4,0.7,0.1
0,NA,NA,NA,NA,-1,4,0.7,0.1
7,0.266666667,0.066666667,0.2,0.466666667,2,4,0.7,0.1
1,NA,NA,NA,NA,0,4,0.7,0.1
7,0.538461538,0,0.230769231,0.230769231,3,4,0.7,0.1
0,NA,NA,NA,NA,-1,4,0.7,0.1
2,NA,NA,NA,NA,1,4,0.7,0.1
7,0.545454545,0.090909091,0.090909091,0.272727273,3.25,4,0.7,0.1
1,NA,NA,NA,NA,0,4,0.7,0.1
0,NA,NA,NA,NA,-1,4,0.7,0.1
4,0.333333333,0.333333333,0,0.333333333,2,4,0.7,0.1
5,0.428571429,0.571428571,0,0,2.833333333,4,0.7,0.1
1,NA,NA,NA,NA,0,4,0.7,0.1
4,0,0,0.5,0.5,1,4,0.7,0.1
4,0,0,1,0,1,4,0.7,0.1
10,0.369565217,0.152173913,0.152173913,0.326086957,3.666666667,4,0.7,0.2
0,NA,NA,NA,NA,-1,4,0.7,0.2
9,0.666666667,0,0.111111111,0.222222222,3,4,0.7,0.2
4,0,0,0.5,0.5,1,4,0.7,0.2
3,NA,NA,NA,NA,1,4,0.7,0.2
4,0,0,0.5,0.5,1,4,0.7,0.2
2,NA,NA,NA,NA,1,4,0.7,0.2
2,NA,NA,NA,NA,1,4,0.7,0.2
7,0.166666667,0,0.5,0.333333333,2,4,0.7,0.2
3,NA,NA,NA,NA,1,4,0.7,0.2
4,0,0,1,0,1,4,0.7,0.2
6,0.416666667,0.166666667,0.083333333,0.333333333,2.5,4,0.7,0.2
6,0.333333333,0.222222222,0.333333333,0.111111111,1.666666667,4,0.7,0.2
6,0,0,0.6,0.4,1,4,0.7,0.2
9,0.344827586,0.172413793,0.068965517,0.413793103,2.5,4,0.7,0.2
6,0.333333333,0,0,0.666666667,2,4,0.7,0.2
5,0.2,0.2,0.2,0.4,1.5,4,0.7,0.2
2,NA,NA,NA,NA,1,4,0.7,0.2
3,1,0,0,0,2,4,0.7,0.2
6,0,0,0,1,1,4,0.7,0.2
8,0.375,0.083333333,0.208333333,0.333333333,2.166666667,4,0.7,0.3
4,NA,NA,NA,NA,1,4,0.7,0.3
4,NA,NA,NA,NA,1,4,0.7,0.3
3,1,0,0,0,2,4,0.7,0.3
6,0,0,0.5,0.5,1,4,0.7,0.3
0,NA,NA,NA,NA,-1,4,0.7,0.3
5,0.6,0.2,0,0.2,2.5,4,0.7,0.3
2,NA,NA,NA,NA,1,4,0.7,0.3
10,0.347826087,0.086956522,0.391304348,0.173913043,3,4,0.7,0.3
11,0.25,0.270833333,0.145833333,0.333333333,3.158333333,4,0.7,0.3
2,NA,NA,NA,NA,1,4,0.7,0.3
4,NA,NA,NA,NA,1,4,0.7,0.3
3,0,0,1,0,1,4,0.7,0.3
9,0.358974359,0.230769231,0.102564103,0.307692308,2.691358025,4,0.7,0.3
8,0.214285714,0,0.357142857,0.428571429,1.5,4,0.7,0.3
3,NA,NA,NA,NA,1,4,0.7,0.3
0,NA,NA,NA,NA,-1,4,0.7,0.3
8,0.269230769,0.192307692,0.153846154,0.384615385,2,4,0.7,0.3
3,NA,NA,NA,NA,1,4,0.7,0.3
1,NA,NA,NA,NA,0,4,0.7,0.3
4,0,0,0.5,0.5,1,4,0.7,0.4
6,0.333333333,0,0.166666667,0.5,2,4,0.7,0.4
0,NA,NA,NA,NA,-1,4,0.7,0.4
5,0,0.285714286,0.571428571,0.142857143,1.5,4,0.7,0.4
1,NA,NA,NA,NA,0,4,0.7,0.4
6,0.125,0.125,0,0.75,2,4,0.7,0.4
7,0.2,0.1,0.3,0.4,2,4,0.7,0.4
7,0.318181818,0.090909091,0.318181818,0.272727273,2,4,0.7,0.4
6,0,0.142857143,0.714285714,0.142857143,1.25,4,0.7,0.4
0,NA,NA,NA,NA,-1,4,0.7,0.4
6,0.5,0,0.25,0.25,2,4,0.7,0.4
12,0.340909091,0.045454545,0.227272727,0.386363636,2.166666667,4,0.7,0.4
3,NA,NA,NA,NA,0,4,0.7,0.4
2,NA,NA,NA,NA,1,4,0.7,0.4
3,1,0,0,0,2,4,0.7,0.4
7,0.428571429,0.142857143,0.142857143,0.285714286,2.25,4,0.7,0.4
4,0.333333333,0.333333333,0.333333333,0,1.5,4,0.7,0.4
6,0,0.454545455,0,0.545454545,1.833333333,4,0.7,0.4
2,NA,NA,NA,NA,0,4,0.7,0.4
4,1,0,0,0,3,4,0.7,0.4
7,0.214285714,0.142857143,0.285714286,0.357142857,1.666666667,4,0.7,0.5
8,0.321428571,0.214285714,0.285714286,0.178571429,1.958333333,4,0.7,0.5
4,0,0,0.5,0.5,1,4,0.7,0.5
6,0.444444444,0,0.444444444,0.111111111,2,4,0.7,0.5
5,1,0,0,0,3,4,0.7,0.5
0,NA,NA,NA,NA,-1,4,0.7,0.5
7,0.5,0,0.1875,0.3125,2,4,0.7,0.5
7,0.625,0,0.125,0.25,2,4,0.7,0.5
11,0.277777778,0.111111111,0.277777778,0.333333333,3.25,4,0.7,0.5
6,0.5,0,0.25,0.25,3,4,0.7,0.5
5,0.333333333,0.333333333,0,0.333333333,2,4,0.7,0.5
5,0.571428571,0.142857143,0.142857143,0.142857143,2.75,4,0.7,0.5
0,NA,NA,NA,NA,-1,4,0.7,0.5
4,NA,NA,NA,NA,1,4,0.7,0.5
8,0.230769231,0.153846154,0.076923077,0.538461538,3,4,0.7,0.5
13,0.287671233,0.095890411,0.356164384,0.260273973,2.75,4,0.7,0.5
7,0.407407407,0.185185185,0.185185185,0.222222222,2.444444444,4,0.7,0.5
6,0.4,0,0,0.6,3,4,0.7,0.5
2,NA,NA,NA,NA,1,4,0.7,0.5
0,NA,NA,NA,NA,-1,4,0.7,0.5
2,NA,NA,NA,NA,0,4,0.7,0.6
5,0.333333333,0,0.166666667,0.5,2,4,0.7,0.6
7,0.2,0.133333333,0.133333333,0.533333333,2,4,0.7,0.6
6,0,0,0.333333333,0.666666667,1,4,0.7,0.6
0,NA,NA,NA,NA,-1,4,0.7,0.6
9,0.2,0.333333333,0.133333333,0.333333333,3,4,0.7,0.6
2,NA,NA,NA,NA,0,4,0.7,0.6
9,0.3125,0,0.3125,0.375,2,4,0.7,0.6
5,0.428571429,0.285714286,0.142857143,0.142857143,2.666666667,4,0.7,0.6
2,NA,NA,NA,NA,1,4,0.7,0.6
10,0.076923077,0,0.384615385,0.538461538,2,4,0.7,0.6
5,0.5,0.166666667,0.166666667,0.166666667,2,4,0.7,0.6
4,0,0,0.5,0.5,1,4,0.7,0.6
4,0,1,0,0,1.5,4,0.7,0.6
5,NA,NA,NA,NA,1,4,0.7,0.6
2,NA,NA,NA,NA,1,4,0.7,0.6
7,0.555555556,0.111111111,0.111111111,0.222222222,2.5,4,0.7,0.6
10,0.291666667,0.166666667,0.291666667,0.25,2.25,4,0.7,0.6
5,0,0.333333333,0.333333333,0.333333333,1.75,4,0.7,0.6
9,0.533333333,0.066666667,0.2,0.2,2.875,4,0.7,0.6
4,0,0.333333333,0,0.666666667,1.5,4,0.7,0.7
4,0,1,0,0,1.5,4,0.7,0.7
6,0.333333333,0,0.333333333,0.333333333,2,4,0.7,0.7
3,0,0,0,1,1,4,0.7,0.7
1,NA,NA,NA,NA,0,4,0.7,0.7
7,0.214285714,0.142857143,0.214285714,0.428571429,2,4,0.7,0.7
10,0.2,0.125,0.35,0.325,1.875,4,0.7,0.7
2,NA,NA,NA,NA,1,4,0.7,0.7
10,0.283018868,0.20754717,0.245283019,0.264150943,2.388888889,4,0.7,0.7
4,1,0,0,0,2,4,0.7,0.7
11,0.347826087,0.101449275,0.333333333,0.217391304,2.083333333,4,0.7,0.7
9,0.333333333,0.111111111,0.111111111,0.444444444,2.5,4,0.7,0.7
8,0.529411765,0.117647059,0.117647059,0.235294118,3,4,0.7,0.7
6,0.6,0,0.2,0.2,2,4,0.7,0.7
5,0.5,0,0,0.5,2,4,0.7,0.7
0,NA,NA,NA,NA,-1,4,0.7,0.7
11,0.217391304,0.217391304,0.173913043,0.391304348,3.166666667,4,0.7,0.7
0,NA,NA,NA,NA,-1,4,0.7,0.7
2,NA,NA,NA,NA,1,4,0.7,0.7
6,0.5,0.125,0.375,0,2.5,4,0.7,0.7
3,0,0,0,1,1,4,0.7,0.8
1,NA,NA,NA,NA,0,4,0.7,0.8
3,1,0,0,0,2,4,0.7,0.8
1,NA,NA,NA,NA,0,4,0.7,0.8
10,0.333333333,0.2,0.333333333,0.133333333,2.291666667,4,0.7,0.8
5,0.4,0.2,0,0.4,2.5,4,0.7,0.8
6,0.5,0.166666667,0,0.333333333,2.5,4,0.7,0.8
10,0.289473684,0.263157895,0.236842105,0.210526316,3.5,4,0.7,0.8
5,0.5,0.25,0,0.25,2.5,4,0.7,0.8
12,0.3,0.05,0.25,0.4,3,4,0.7,0.8
5,0.75,0,0.25,0,3,4,0.7,0.8
8,0.533333333,0,0.2,0.266666667,3,4,0.7,0.8
7,0.461538462,0.153846154,0.076923077,0.307692308,2.25,4,0.7,0.8
2,NA,NA,NA,NA,1,4,0.7,0.8
5,0.333333333,0.333333333,0,0.333333333,2,4,0.7,0.8
11,0.29787234,0.085106383,0.234042553,0.382978723,2.166666667,4,0.7,0.8
12,0.44,0.12,0.16,0.28,2.694444444,4,0.7,0.8
12,0.463414634,0.073170732,0.243902439,0.219512195,2.5,4,0.7,0.8
6,0.4,0,0,0.6,2,4,0.7,0.8
2,NA,NA,NA,NA,1,4,0.7,0.8
5,0,0,0,1,1,4,0.7,0.9
8,0.238095238,0.047619048,0.238095238,0.476190476,2,4,0.7,0.9
2,NA,NA,NA,NA,1,4,0.7,0.9
9,0.263157895,0.210526316,0.157894737,0.368421053,3,4,0.7,0.9
5,0.166666667,0.333333333,0.166666667,0.333333333,2,4,0.7,0.9
7,0.428571429,0,0.357142857,0.214285714,2,4,0.7,0.9
3,NA,NA,NA,NA,1,4,0.7,0.9
2,NA,NA,NA,NA,0,4,0.7,0.9
11,0.288461538,0.115384615,0.269230769,0.326923077,2.472222222,4,0.7,0.9
1,NA,NA,NA,NA,0,4,0.7,0.9
0,NA,NA,NA,NA,-1,4,0.7,0.9
0,NA,NA,NA,NA,-1,4,0.7,0.9
9,0.238095238,0.047619048,0.19047619,0.523809524,2,4,0.7,0.9
0,NA,NA,NA,NA,-1,4,0.7,0.9
1,NA,NA,NA,NA,0,4,0.7,0.9
6,0,0,0.5,0.5,1,4,0.7,0.9
11,0.317073171,0.170731707,0.146341463,0.365853659,2.833333333,4,0.7,0.9
4,0,0,1,0,1,4,0.7,0.9
2,NA,NA,NA,NA,0,4,0.7,0.9
1,NA,NA,NA,NA,0,4,0.7,0.9
5,0,0,0,1,1,4,0.8,0.1
3,0,0,1,0,1,4,0.8,0.1
6,0.285714286,0,0.285714286,0.428571429,2,4,0.8,0.1
9,0.310344828,0.137931034,0.137931034,0.413793103,2.333333333,4,0.8,0.1
8,0.263157895,0.105263158,0.315789474,0.315789474,1.666666667,4,0.8,0.1
4,NA,NA,NA,NA,1,4,0.8,0.1
3,1,0,0,0,2,4,0.8,0.1
5,0.5,0,0.25,0.25,2,4,0.8,0.1
2,NA,NA,NA,NA,1,4,0.8,0.1
6,0.333333333,0.222222222,0.222222222,0.222222222,2,4,0.8,0.1
2,NA,NA,NA,NA,1,4,0.8,0.1
6,0.166666667,0.166666667,0.333333333,0.333333333,1.5,4,0.8,0.1
6,0,0.25,0.25,0.5,1.5,4,0.8,0.1
7,0.25,0,0.25,0.5,2,4,0.8,0.1
7,0.375,0.125,0.25,0.25,2,4,0.8,0.1
1,NA,NA,NA,NA,0,4,0.8,0.1
5,0.333333333,0,0.333333333,0.333333333,2,4,0.8,0.1
9,0.333333333,0.185185185,0.148148148,0.333333333,2.25,4,0.8,0.1
3,1,0,0,0,2,4,0.8,0.1
4,0.666666667,0.333333333,0,0,2.5,4,0.8,0.1
3,1,0,0,0,2,4,0.8,0.2
2,NA,NA,NA,NA,1,4,0.8,0.2
3,0,0,0,1,1,4,0.8,0.2
3,0,0,0,1,1,4,0.8,0.2
2,NA,NA,NA,NA,1,4,0.8,0.2
10,0.388888889,0.166666667,0.111111111,0.333333333,3,4,0.8,0.2
0,NA,NA,NA,NA,-1,4,0.8,0.2
9,0.266666667,0.066666667,0.266666667,0.4,2.5,4,0.8,0.2
6,0.25,0.083333333,0.25,0.416666667,1.75,4,0.8,0.2
4,0,0,1,0,1,4,0.8,0.2
2,NA,NA,NA,NA,1,4,0.8,0.2
7,0.333333333,0,0.333333333,0.333333333,2,4,0.8,0.2
8,0.5,0.1,0.2,0.2,2.833333333,4,0.8,0.2
2,NA,NA,NA,NA,1,4,0.8,0.2
2,NA,NA,NA,NA,0,4,0.8,0.2
3,1,0,0,0,2,4,0.8,0.2
5,0.375,0.375,0,0.25,2.25,4,0.8,0.2
3,NA,NA,NA,NA,0,4,0.8,0.2
9,0.303030303,0.060606061,0.272727273,0.363636364,2.222222222,4,0.8,0.2
7,0.071428571,0.142857143,0.214285714,0.571428571,2,4,0.8,0.2
5,0.5,0,0,0.5,2,4,0.8,0.3
7,0.166666667,0.166666667,0.333333333,0.333333333,2,4,0.8,0.3
4,0.333333333,0.333333333,0.333333333,0,1.5,4,0.8,0.3
1,NA,NA,NA,NA,0,4,0.8,0.3
8,0.3,0.2,0.15,0.35,2.583333333,4,0.8,0.3
9,0.411764706,0.058823529,0.294117647,0.235294118,2,4,0.8,0.3
5,0,0.142857143,0.428571429,0.428571429,1.333333333,4,0.8,0.3
8,0.333333333,0.259259259,0.185185185,0.222222222,2.875,4,0.8,0.3
7,0,0,0.7,0.3,1,4,0.8,0.3
6,0.363636364,0,0.272727273,0.363636364,2,4,0.8,0.3
2,NA,NA,NA,NA,1,4,0.8,0.3
4,1,0,0,0,3,4,0.8,0.3
7,0.045454545,0.090909091,0.590909091,0.272727273,1.25,4,0.8,0.3
11,0.256410256,0.128205128,0.282051282,0.333333333,2,4,0.8,0.3
9,0.5,0.1,0.3,0.1,2.166666667,4,0.8,0.3
1,NA,NA,NA,NA,0,4,0.8,0.3
3,0,0,0,1,1,4,0.8,0.3
6,0.333333333,0,0.166666667,0.5,2,4,0.8,0.3
1,NA,NA,NA,NA,0,4,0.8,0.3
3,1,0,0,0,2,4,0.8,0.3
8,0.230769231,0,0.384615385,0.384615385,1.75,4,0.8,0.4
10,0.218181818,0.181818182,0.345454545,0.254545455,2.28,4,0.8,0.4
5,0.666666667,0,0,0.333333333,2,4,0.8,0.4
4,0,0,1,0,1,4,0.8,0.4
5,0.5,0,0.5,0,2,4,0.8,0.4
4,NA,NA,NA,NA,1,4,0.8,0.4
7,0.363636364,0.272727273,0.227272727,0.136363636,2.25,4,0.8,0.4
5,0.25,0.25,0.25,0.25,1.5,4,0.8,0.4
3,0,0,0,1,1,4,0.8,0.4
3,NA,NA,NA,NA,1,4,0.8,0.4
4,0,0,0.5,0.5,1,4,0.8,0.4
3,NA,NA,NA,NA,1,4,0.8,0.4
7,0.384615385,0.153846154,0.307692308,0.153846154,2,4,0.8,0.4
7,0.333333333,0.111111111,0.222222222,0.333333333,2,4,0.8,0.4
3,NA,NA,NA,NA,1,4,0.8,0.4
1,NA,NA,NA,NA,0,4,0.8,0.4
7,0.277777778,0.277777778,0.222222222,0.222222222,2,4,0.8,0.4
5,0.5,0,0.5,0,1.5,4,0.8,0.4
1,NA,NA,NA,NA,0,4,0.8,0.4
6,0.142857143,0.142857143,0.428571429,0.285714286,1.5,4,0.8,0.4
3,0,0,1,0,1,4,0.8,0.5
4,0.5,0,0.25,0.25,2,4,0.8,0.5
2,NA,NA,NA,NA,1,4,0.8,0.5
2,NA,NA,NA,NA,1,4,0.8,0.5
5,0.5,0,0.333333333,0.166666667,2,4,0.8,0.5
5,0.571428571,0.285714286,0,0.142857143,2.5,4,0.8,0.5
6,0.6,0,0.2,0.2,2,4,0.8,0.5
4,0,0,0.5,0.5,1,4,0.8,0.5
5,0,0,0,1,1,4,0.8,0.5
6,0.444444444,0.111111111,0.111111111,0.333333333,2.5,4,0.8,0.5
3,NA,NA,NA,NA,1,4,0.8,0.5
0,NA,NA,NA,NA,-1,4,0.8,0.5
4,0,0,1,0,1,4,0.8,0.5
0,NA,NA,NA,NA,-1,4,0.8,0.5
1,NA,NA,NA,NA,0,4,0.8,0.5
7,0.625,0.125,0,0.25,2.5,4,0.8,0.5
11,0.227272727,0.090909091,0.363636364,0.318181818,2,4,0.8,0.5
2,NA,NA,NA,NA,0,4,0.8,0.5
0,NA,NA,NA,NA,-1,4,0.8,0.5
2,NA,NA,NA,NA,0,4,0.8,0.5
5,0.666666667,0,0,0.333333333,3,4,0.8,0.6
2,NA,NA,NA,NA,1,4,0.8,0.6
7,0.375,0,0.375,0.25,2,4,0.8,0.6
2,NA,NA,NA,NA,0,4,0.8,0.6
4,0.666666667,0.333333333,0,0,2.5,4,0.8,0.6
